p=0 | CubeHexMesh: Building sub cells
[MetricOpStats] ParamMass_M  (rows=4760)
  row_sum       min=4.0404e-07  max=0.00198  mean=0.000659429  max/|min|=4900.5
  |row_sum|     min=4.0404e-07  max=0.00198  mean=0.000659429  max/min=4900.5
  diag          min=1.79574e-07  max=0.00088  mean=0.000293079  nonpos=0
  max_abs_entry=0.00088
MrHyDE vector contract check (primal) errors: e[0]=0 e[1]=0 e[2]=0 e[3]=0 e[4]=0 e[5]=0 e[6]=0 e[7]=0 e[8]=0 e[9]=0 e[10]=0 e[11]=0 e[12]=0
MrHyDE vector contract check (dual) errors: e[0]=0 e[1]=7.08644e-16 e[2]=0 e[3]=0 e[4]=0 e[5]=1.25089e-16 e[6]=2.39689e-16 e[7]=0 e[8]=0 e[9]=6.0082e-16 e[10]=0 e[11]=0 e[12]=0
MrHyDE vector contract check: max_primal_err=0 max_dual_err=7.08644e-16 tol=1e-08

Quasi-Newton Method with Limited-Memory BFGS
Line Search: Cubic Interpolation satisfying Wolfe Conditions
-------------------------------------------------------------------------------------------------------------
Quasi-Newton status output definitions

  iter     - Number of iterates (steps taken)
  value    - Objective function value
  gnorm    - Norm of the gradient
  snorm    - Norm of the step (update to optimization vector)
  alpha    - Line search step length
  #fval    - Cumulative number of times the objective function was evaluated
  #grad    - Cumulative number of times the gradient was computed
  ls_#fval - Number of the times the objective function was evaluated during the line search
  ls_#grad - Number of the times the gradient was evaluated during the line search
-------------------------------------------------------------------------------------------------------------
  iter  value          gnorm          snorm          alpha          #fval     #grad     ls_#fval  ls_#grad  
  131   3.149198e-18   1.643132e-04   1.234940e-15   1.000000e+00   284       132       1         0         
  132   3.116164e-18   1.277395e-04   3.022527e-15   1.000000e+00   286       133       1         0         
  133   3.083859e-18   1.532910e-04   4.042089e-15   1.000000e+00   288       134       1         0         
  134   3.034539e-18   1.688826e-04   5.574818e-15   1.000000e+00   290       135       1         0         
  135   3.013988e-18   2.390581e-04   4.546347e-15   4.142752e-01   293       136       2         0         
  136   2.982009e-18   1.102839e-04   3.353215e-15   1.000000e+00   295       137       1         0         
  137   2.964944e-18   1.025043e-04   1.199630e-15   1.000000e+00   297       138       1         0         
  138   2.938739e-18   1.292718e-04   2.630403e-15   1.000000e+00   299       139       1         0         
  139   2.926404e-18   3.216522e-04   5.922041e-15   1.000000e+00   301       140       1         0         
  140   2.888091e-18   1.261016e-04   1.297596e-15   1.000000e+00   303       141       1         0         
  141   2.867041e-18   1.074977e-04   2.279328e-15   1.000000e+00   305       142       1         0         
  142   2.839804e-18   1.568051e-04   4.138741e-15   1.000000e+00   307       143       1         0         
  143   2.791699e-18   1.924474e-04   6.747784e-15   1.000000e+00   309       144       1         0         
  144   2.744143e-18   5.189496e-04   1.604480e-14   1.000000e+00   311       145       1         0         
  145   2.631971e-18   2.048585e-04   7.240452e-15   1.000000e+00   313       146       1         0         
  146   2.575567e-18   1.378472e-04   3.441437e-15   1.000000e+00   315       147       1         0         
  147   2.522167e-18   1.706048e-04   5.865749e-15   1.000000e+00   317       148       1         0         
  148   2.458803e-18   2.191456e-04   8.975864e-15   1.000000e+00   319       149       1         0         
  149   2.395404e-18   3.380730e-04   2.063220e-14   1.000000e+00   321       150       1         0         
  150   2.330042e-18   1.516660e-04   1.051917e-15   1.000000e+00   323       151       1         0         
  151   2.292691e-18   1.797650e-04   1.950684e-15   1.000000e+00   325       152       1         0         
  152   2.231982e-18   2.306003e-04   7.699134e-15   1.000000e+00   327       153       1         0         
  153   2.216630e-18   5.642463e-04   1.770044e-14   1.000000e+00   329       154       1         0         
  154   2.100382e-18   1.942607e-04   7.524871e-15   1.000000e+00   331       155       1         0         
  155   2.060519e-18   1.353213e-04   4.425477e-15   1.000000e+00   333       156       1         0         
  156   2.021984e-18   1.599792e-04   7.153056e-15   1.000000e+00   335       157       1         0         
  157   1.971842e-18   1.957278e-04   1.033333e-14   1.000000e+00   337       158       1         0         
  158   1.941761e-18   1.830227e-04   9.029008e-15   4.905803e-01   340       159       2         0         
  159   1.914251e-18   9.702314e-05   2.921150e-15   1.000000e+00   342       160       1         0         
  160   1.897100e-18   1.099285e-04   3.539727e-15   1.000000e+00   344       161       1         0         
  161   1.876598e-18   1.551823e-04   2.471267e-15   1.000000e+00   346       162       1         0         
  162   1.850171e-18   1.378742e-04   5.237868e-15   1.000000e+00   348       163       1         0         
  163   1.826056e-18   1.398443e-04   5.141819e-15   1.000000e+00   350       164       1         0         
  164   1.800953e-18   1.263485e-04   3.025287e-15   1.000000e+00   352       165       1         0         
  165   1.781186e-18   1.276417e-04   3.336573e-15   1.000000e+00   354       166       1         0         
  166   1.748087e-18   2.261709e-04   1.057453e-14   1.000000e+00   356       167       1         0         
  167   1.713384e-18   1.418743e-04   5.225392e-15   1.000000e+00   358       168       1         0         
  168   1.697093e-18   1.033916e-04   8.301287e-16   1.000000e+00   360       169       1         0         
  169   1.669458e-18   1.184933e-04   2.814801e-15   1.000000e+00   362       170       1         0         
  170   1.650790e-18   1.823490e-04   5.550891e-15   1.000000e+00   364       171       1         0         
  171   1.629822e-18   1.262787e-04   2.713658e-15   1.000000e+00   366       172       1         0         
  172   1.599125e-18   1.179976e-04   7.339918e-15   1.000000e+00   368       173       1         0         
  173   1.581043e-18   1.738378e-04   4.065572e-15   1.000000e+00   370       174       1         0         
  174   1.557537e-18   1.476436e-04   4.436355e-15   1.000000e+00   372       175       1         0         
  175   1.522175e-18   2.669330e-04   1.232957e-14   1.000000e+00   374       176       1         0         
  176   1.487763e-18   1.475229e-04   3.417547e-15   1.000000e+00   376       177       1         0         
  177   1.475138e-18   1.005543e-04   1.425420e-15   1.000000e+00   378       178       1         0         
  178   1.451886e-18   8.079341e-05   1.998719e-15   1.000000e+00   380       179       1         0         
  179   1.439369e-18   1.670492e-04   5.382055e-15   1.000000e+00   382       180       1         0         
  180   1.424062e-18   1.050083e-04   2.770690e-15   1.000000e+00   384       181       1         0         
  181   1.397862e-18   9.482572e-05   7.222495e-15   1.000000e+00   386       182       1         0         
  182   1.379054e-18   1.176978e-04   4.922508e-15   1.000000e+00   388       183       1         0         
  183   1.367162e-18   3.009561e-04   1.080274e-14   1.000000e+00   390       184       1         0         
  184   1.333928e-18   1.018042e-04   7.970518e-16   1.000000e+00   392       185       1         0         
  185   1.322247e-18   8.192089e-05   7.257368e-16   1.000000e+00   394       186       1         0         
  186   1.305222e-18   1.069302e-04   3.017252e-15   1.000000e+00   396       187       1         0         
  187   1.282899e-18   1.419786e-04   6.719127e-15   1.000000e+00   398       188       1         0         
  188   1.263526e-18   1.808443e-04   1.420055e-14   1.000000e+00   400       189       1         0         
  189   1.242739e-18   8.710113e-05   7.779295e-16   1.000000e+00   402       190       1         0         
  190   1.230130e-18   1.010028e-04   1.570814e-15   1.000000e+00   404       191       1         0         
  191   1.213641e-18   1.262301e-04   3.407582e-15   1.000000e+00   406       192       1         0         
  192   1.210594e-18   3.101829e-04   7.890957e-15   1.000000e+00   408       193       1         0         
  193   1.176250e-18   9.699384e-05   2.049883e-15   1.000000e+00   410       194       1         0         
  194   1.166044e-18   7.379638e-05   1.340390e-15   1.000000e+00   412       195       1         0         
  195   1.154512e-18   9.272538e-05   3.277281e-15   1.000000e+00   414       196       1         0         
  196   1.137917e-18   1.423528e-04   5.244579e-15   1.000000e+00   416       197       1         0         
  197   1.117721e-18   1.252543e-04   9.377664e-15   1.000000e+00   418       198       1         0         
  198   1.100613e-18   8.916846e-05   2.153206e-15   1.000000e+00   420       199       1         0         
  199   1.082042e-18   1.136636e-04   4.198010e-15   1.000000e+00   422       200       1         0         
  200   1.068499e-18   1.355062e-04   3.143998e-15   1.000000e+00   424       201       1         0         
Optimization Terminated with Status: Iteration Limit Exceeded
exit_code=0
